code,product,pcmaker,price,campaign,cpu,gpu,memory,image,afur,campaign1url
000-01-001,OMEN40ハイパフォーマンスエクストラモデル【S3】,OMEN,"305,800",,core-i7-12700K,RTX3080,32,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/21C2_OMEN_by_HP_40L_Gaming_Desktop_PC_GT21_Hana_AirCooled_RTX3060Ti_aRGB_JackBlack_nonODD_CoreSet_FrontRight.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000010&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_40l%2F%3Fjumpid%3Dst_cn_p_af_kkc,
000-01-002,OMEN40Lハイパフォーマンスプラスモデル【S2】,OMEN,"289,300",SallNow Click!!,core-i7-12700K,RTX3070Ti,16,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/21C2_OMEN_by_HP_40L_Gaming_Desktop_PC_GT21_Hana_AirCooled_RTX3060Ti_aRGB_JackBlack_nonODD_CoreSet_FrontRight.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000009&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_40l%2F%3Fjumpid%3Dst_cn_p_af_kkc,https://click.linksynergy.com/deeplink?id=InYMwEjyjDY&mid=35909&murl=https%3A%2F%2Fjp.ext.hp.com%2Fcampaign%2Fpersonal%2Fothers%2Fgaming_special_price%2F
000-01-003,OMEN25Lパフォーマンスプラスモデル【S2】,OMEN,"198,000",,core-i7-12700F,RTX3060Ti,16,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/22C1_Lapras_25L_LiquidCooled_BlizzardL_800W_RTX3080_aRGB_JackBlack_nonODD_CoreSet_FrontRight.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000014&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_25l_intel%2F%3Fjumpid%3Dst_cn_p_af_kkc,
000-01-004,OMEN45Lエクストリームモデルv2【S4】,OMEN,"409,800",SallNow Click!!,core-i9-12900K,RTX3090,32,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/omen-45l-intel.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000011&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_25l_intel%2F%3Fjumpid%3Dst_cn_p_af_kkc,https://click.linksynergy.com/deeplink?id=InYMwEjyjDY&mid=35909&murl=https%3A%2F%2Fjp.ext.hp.com%2Fcampaign%2Fpersonal%2Fothers%2Fgaming_special_price%2F
000-01-005,OMEN25Lパフォーマンスモデル【S1】,OMEN,"189,000",,core-i7-12700F,RTX3060,16,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/22C1_Lapras_25L_LiquidCooled_BlizzardL_800W_RTX3080_aRGB_JackBlack_nonODD_CoreSet_FrontRight.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000008&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_40l%2F%3Fjumpid%3Dst_cn_p_af_kkc,
000-01-006,OMEN40Lハイパフォーマンスモデル【S1】,OMEN,"248,001",SallNow Click!!,core-i7-12700K,RTX3070,16,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/21C2_OMEN_by_HP_40L_Gaming_Desktop_PC_GT21_Hana_AirCooled_RTX3060Ti_aRGB_JackBlack_nonODD_CoreSet_FrontRight.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000154&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_45l%2F%3Fjumpid%3Dst_cn_p_af_kkc,https://click.linksynergy.com/deeplink?id=InYMwEjyjDY&mid=35909&murl=https%3A%2F%2Fjp.ext.hp.com%2Fcampaign%2Fpersonal%2Fothers%2Fgaming_special_price%2F
000-01-007,OMEN45Lハイパフォーマンスモデルv2【S3】,OMEN,"349,800",SallNow Click!!,core-i7-12700K,RTX3080Ti,32,https://www.omen.com/content/dam/sites/omen/worldwide/homepage/omen-45l-intel.png,https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=252926.1000110&type=2&murl=https%3A%2F%2Fjp.ext.hp.com%2Fgaming%2Fpersonal%2Fomen_45l%2F%3Fjumpid%3Dst_cn_p_af_kkc,https://click.linksynergy.com/deeplink?id=InYMwEjyjDY&mid=35909&murl=https%3A%2F%2Fjp.ext.hp.com%2Fcampaign%2Fpersonal%2Fothers%2Fgaming_special_price%2F
000-02-001,AlienwareAuroraR13ゲーミングデスクトップ,Alienware,"433,980",,core-i9-12900KF,RTX3080Ti,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20476918342&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-r13-%25E3%2582%25B9%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259E%25E3%2582%25B7%25E3%2583%25BC%2Fspd%2Falienware-aurora-r13-desktop%2Fcaaawar1304jp,
000-02-002,AlienwareAuroraR13ゲーミングデスクトップ,Alienware,"328,980",,core-i7-12700F,RTX3080,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20476918340&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-r13-%25E3%2583%2597%25E3%2583%25A9%25E3%2583%2581%25E3%2583%258A%2Fspd%2Falienware-aurora-r13-desktop%2Fcaaawar1303jp,
000-02-003,AlienwareAuroraR13ゲーミングデスクトップ,Alienware,"262,980",,core-i7-12700F,RTX3060,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20476918348&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-r13-%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC%25E3%2583%2589%2Fspd%2Falienware-aurora-r13-desktop%2Fcaaawar1301jp,
000-02-004,AlienwareAuroraR13ゲーミングデスクトップ,Alienware,"297,980",,core-i7-12700F,RTX3070,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20476918346&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-r13-%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259F%25E3%2582%25A2%25E3%2583%25A0%2Fspd%2Falienware-aurora-r13-desktop%2Fcaaawar1302jp,
000-02-005,AlienwareAuroraR14ゲーミングデスクトップ,Alienware,"383,980",,ryzen-9-5900,RTX3080Ti,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r14/media-gallery/dark-side-of-the-moon-bk-solid-panel-solid-air-cooled-air-no-front-ambient-lighting/desktop_alienware_aurora_r14_bk_solid-panel_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3013&hei=3760&qlt=100,1&resMode=sharp2&size=3013,3760&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.19505159250&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-ryzen-edition-r14-%25E3%2583%2597%25E3%2583%25A9%25E3%2583%2581%25E3%2583%258A%2Fspd%2Falienware-aurora-r14-desktop%2Fcaaawar1403jp,
000-02-006,AlienwareAuroraR14ゲーミングデスクトップ,Alienware,"259,980",,ryzen-7-5800X,RTX3070,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r14/media-gallery/dark-side-of-the-moon-bk-solid-panel-solid-air-cooled-air-no-front-ambient-lighting/desktop_alienware_aurora_r14_bk_solid-panel_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3013&hei=3760&qlt=100,1&resMode=sharp2&size=3013,3760&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.19505159222&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-ryzen-edition-r14-%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259F%25E3%2582%25A2%25E3%2583%25A0%2Fspd%2Falienware-aurora-r14-desktop%2Fcaaawar1402jp,
000-02-007,AlienwareAuroraR14ゲーミングデスクトップ,Alienware,"413,980",,ryzen-9-5950X,RTX3080Ti,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r14/media-gallery/dark-side-of-the-moon-bk-solid-panel-solid-air-cooled-air-no-front-ambient-lighting/desktop_alienware_aurora_r14_bk_solid-panel_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3013&hei=3760&qlt=100,1&resMode=sharp2&size=3013,3760&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.19505159224&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-ryzen-edition-r14-%25E3%2582%25B9%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259E%25E3%2582%25B7%25E3%2583%25BC%2Fspd%2Falienware-aurora-r14-desktop%2Fcaaawar1404jp,
000-02-008,AlienwareAuroraR13ゲーミングデスクトップ,Alienware,"219,980",,core-i5-12400F,GTX1660Ti,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20476918344&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-r13-%25E3%2583%2595%25E3%2583%25AB%25E3%2582%25AB%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%259E%25E3%2582%25A4%25E3%2582%25BA%2Fspd%2Falienware-aurora-r13-desktop%2Fcaaawar1300jp,
000-02-009,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"341,980",,core-i7-13700KF,RTX3060,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20745276764&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC%25E3%2583%2589%2Fspd%2Falienware-aurora-r15-desktop%2Fcaaawar1501jp,
000-02-010,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"688,980",,ryzen-9-7950X,RTX4090,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r15-amd/media-gallery/desktop-alienware-aurora-r15-black-cryo-clear-gallery-1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3483&hei=4305&qlt=100,1&resMode=sharp2&size=3483,4305&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20863333234&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2582%25B9%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259E%25E3%2582%25B7%25E3%2583%25BC%2Fspd%2Falienware-aurora-r15-amd-desktop%2Fcaaawar15a04jp,
000-02-011,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"704,980",,core-i9-13900KF,RTX4090,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20745276744&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2582%25B9%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259E%25E3%2582%25B7%25E3%2583%25BC%2Fspd%2Falienware-aurora-r15-desktop%2Fcaaawar1504jp,
000-02-012,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"372,980",,core-i7-13700KF,RTX3070,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20748177594&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259F%25E3%2582%25A2%25E3%2583%25A0%2Fspd%2Falienware-aurora-r15-desktop%2Fcaaawar1502jp,
000-02-013,AlienwareAuroraR14ゲーミングデスクトップ,Alienware,"220,980",,ryzen-5-5600X,RX6600XT,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r14/media-gallery/dark-side-of-the-moon-bk-solid-panel-solid-air-cooled-air-no-front-ambient-lighting/desktop_alienware_aurora_r14_bk_solid-panel_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3013&hei=3760&qlt=100,1&resMode=sharp2&size=3013,3760&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.19505159264&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Falienware-aurora-ryzen-edition-r14-%25E3%2583%2595%25E3%2583%25AB%25E3%2582%25AB%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%259E%25E3%2582%25A4%25E3%2582%25BA%2Fspd%2Falienware-aurora-r14-desktop%2Fcaaawar1400jp,
