code,product,pcmaker,price,campaign,cpu,gpu,memory,image,afur,campaign1url
000-02-014,AlienwareAuroraR14ゲーミングデスクトップ,Alienware,"238,979",,ryzen-7-5800,GTX3060Ti,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r14/media-gallery/dark-side-of-the-moon-bk-solid-panel-solid-air-cooled-air-no-front-ambient-lighting/desktop_alienware_aurora_r14_bk_solid-panel_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3013&hei=3760&qlt=100,1&resMode=sharp2&size=3013,3760&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.19505159262&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2F%25E8%25A3%25BD%25E5%2593%2581%25E3%2582%25B7%25E3%2583%25AA%25E3%2583%25BC%25E3%2582%25BA%2Falienware-aurora-ryzen-edition-r14-%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC%25E3%2583%2589%2Fspd%2Falienware-aurora-r14-desktop%2Fcaaawar1401jp,
000-02-015,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"306,980",,core-i5-13600KF,RTX3050,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20745276760&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2583%2595%25E3%2583%25AB%25E3%2582%25AB%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%259E%25E3%2582%25A4%25E3%2582%25BA%2Fspd%2Falienware-aurora-r15-desktop%2Fcaaawar1500jp,
000-02-016,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"412,980",,core-i7-13700KF,RTX3080,16,"https://i.dell.com/is/image/DellContent//content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r13/media-gallery/mg-0009-alienware-aurora-r13-lunar-light-wh-clear-panel-cryo-cooled-cryo-cooled/desktop_alienware_aurora_r13_wh_clear_cryo_gallery_1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3666&hei=4013&qlt=100,1&resMode=sharp2&size=3666,4013&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20745276758&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2583%2597%25E3%2583%25A9%25E3%2583%2581%25E3%2583%258A%2Fspd%2Falienware-aurora-r15-desktop%2Fcaaawar1503jp,
000-02-017,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"354,980",,ryzen-7-7700X,RTX3070,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r15-amd/media-gallery/desktop-alienware-aurora-r15-black-cryo-clear-gallery-1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3483&hei=4305&qlt=100,1&resMode=sharp2&size=3483,4305&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20863333242&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%25B3%25E3%2583%2580%25E3%2583%25BC%25E3%2583%2589%2Fspd%2Falienware-aurora-r15-amd-desktop%2Fcaaawar15a01jp,
000-02-018,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"394,980",,ryzen-7-7700X,RTX3080,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r15-amd/media-gallery/desktop-alienware-aurora-r15-black-cryo-clear-gallery-1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3483&hei=4305&qlt=100,1&resMode=sharp2&size=3483,4305&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20863333228&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-%25E3%2583%2597%25E3%2583%25AC%25E3%2583%259F%25E3%2582%25A2%25E3%2583%25A0%2Fspd%2Falienware-aurora-r15-amd-desktop%2Fcaaawar15a02jp,
000-02-019,NewAlienwareAuroraR15ゲーミングデスクトップ,Alienware,"322,980",,ryzen-7-7700X,RTX3060,16,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/desktops/alienware-desktops/alienware-aurora-r15-amd/media-gallery/desktop-alienware-aurora-r15-black-cryo-clear-gallery-1.psd?fmt=png-alpha&pscan=auto&scl=1&wid=3483&hei=4305&qlt=100,1&resMode=sharp2&size=3483,4305&chrss=full&imwidth=5000",https://click.linksynergy.com/link?id=InYMwEjyjDY&offerid=39250.20863333238&type=2&murl=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN1153793.2372504AF_LINKSHARE%2FB23732657.265944707%3Bdc_trk_aid%3D461028128%3Bdc_trk_cid%3D127759547%3BVEN1%3D%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D%3Fhttps%3A%2F%2Fwww.dell.com%2Fja-jp%2Fshop%2Fgaming-and-games%2Fnew-alienware-aurora-r15-amd-%25E3%2583%2595%25E3%2583%25AB%25E3%2582%25AB%25E3%2582%25B9%25E3%2582%25BF%25E3%2583%259E%25E3%2582%25A4%25E3%2582%25BA%2Fspd%2Falienware-aurora-r15-amd-desktop%2Fcaaawar15a00jp,
000-03-001,FRGH670/SG1,FRONTIER,"199,800",,core-i7-12700F,RTX3050,16,https://www.frontier-direct.jp/img/goods/L/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg112145%2F,
000-03-002,FRGH670/SG2,FRONTIER,"219,800",,core-i7-12700F,RTX3060,16,https://www.frontier-direct.jp/img/goods/L/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg112146%2F,
000-03-003,FRGH670/SG3,FRONTIER,"289,800",,core-i7-12700F,RTX3080,32,https://www.frontier-direct.jp/img/goods/L/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg112147%2F,
000-03-004,FRGAG-H670/SG1,FRONTIER,"269,800",,core-i7-13700K,RTX3070Ti,16,https://www.frontier-direct.jp/img/goods/L/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114680%2F,
000-03-005,FRGAG-H670/SG2,FRONTIER,"304,800",,core-i7-13700K,RTX4070Ti,32,https://www.frontier-direct.jp/img/goods/L/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114680%2F,
000-03-006,FRGAG-B650/SG3,FRONTIER,"329,800",,ryzen-5-7600X,RTX4070Ti,43,https://www.frontier-direct.jp/img/goods/L/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114683%2F,
000-03-007,FRGAH670/SG1/NTK,FRONTIER,"184,800",,core-i7-12700F,GTX1660SUPER,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg112148%2F,
000-03-008,FRGAH670/SG2/NTK,FRONTIER,"219,800",,core-i7-12700F,RTX3060Ti,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg112149%2F,
000-03-009,FRGAH670/SG3/NTK,FRONTIER,"274,800",,core-i7-12700F,RTX3070,32,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113517%2F,
000-03-010,FRGAFH570/SG1/NTK,FRONTIER,"164,800",,core-i5-10400F,RTX3060,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113518%2F,
000-03-011,FRGAFH570/SG2/NTK,FRONTIER,"194,800",,core-i7-10700F,RTX3060Ti,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113519%2F,
000-03-012,FRGAFH570/SG3/NTK,FRONTIER,"244,800",,core-i7-10700F,RTX3070,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113520%2F,
000-03-013,FRGTB660/SG1,FRONTIER,199800,,core-i7-12700F,RTX3050,16,https://www.frontier-direct.jp/img/goods/S/GT-SST-FTR04.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114684%2F,
000-03-013,FRGHB550/M1212,FRONTIER,"199,800",SallNow Click!!,Ryzen-7-5700X,RX6700XT,16,https://www.frontier-direct.jp/img/goods/S/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114362-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-014,FRGTB660/SG2,FRONTIER,259800,,core-i7-12700F,RTX3070Ti,32,https://www.frontier-direct.jp/img/goods/S/GT-SST-FTR04.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114685%2F,
000-03-014,FRGBZ790/M117,FRONTIER,"509,800",SallNow Click!!,Corei9-13900F,RTX4090,32,https://www.frontier-direct.jp/img/goods/S/GB-SETA.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114612-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-015,FRGXB550/M1118/NTK,FRONTIER,"164,800",SallNow Click!!,Ryzen-5-5600X,RTX3060Ti,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114130-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-015,FRGTB550/SG3,FRONTIER,249800,,ryzen-7-5700X,RTX3070,32,https://www.frontier-direct.jp/img/goods/S/GT-SST-FTR04.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114686%2F,
000-03-016,FRGH670/M1108,FRONTIER,"224,800",SallNow Click!!,Corei5-12400F,RTX3070Ti,16,https://www.frontier-direct.jp/img/goods/S/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114035-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-017,FRGXB660/M105/O,FRONTIER,"154,800",SallNow Click!!,Corei5-12400F,RTX3060,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114496-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-018,FRGH670/M117,FRONTIER,"259,800",SallNow Click!!,Corei7-13700F,RTX3070Ti,32,https://www.frontier-direct.jp/img/goods/S/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114613-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-019,FRGH670/M1106,FRONTIER,"254,800",SallNow Click!!,core-i7-12700F,RTX3070Ti,32,https://www.frontier-direct.jp/img/goods/S/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114027-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-020,FRGHB550/M818,FRONTIER,"219,800",SallNow Click!!,Ryzen-7-5700X,RTX3070Ti,32,https://www.frontier-direct.jp/img/goods/S/GH-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113423-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-021,FRGAGH670/M1212,FRONTIER,"249,800",SallNow Click!!,core-i7-12700F,RTX3070,32,https://www.frontier-direct.jp/img/goods/S/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114360-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-022,FRGAGB550/M1212,FRONTIER,"219,800",SallNow Click!!,Ryzen-7-5700X,RTX3070,16,https://www.frontier-direct.jp/img/goods/S/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114361-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-023,FRGAG-H670/M117/NTK,FRONTIER,"289,800",SallNow Click!!,core-i7-12700F,RTX4070Ti,16,https://www.frontier-direct.jp/img/goods/S/GAG-Black-White.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114614-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-024,FRGAH670/M1104/NTK,FRONTIER,"199,800",SallNow Click!!,core-i7-12700F,RTX3060Ti,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114010-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-025,FRGAH670/M1107/NTK,FRONTIER,"169,800",SallNow Click!!,Corei5-12400F,RTX3060Ti,16,https://www.frontier-direct.jp/img/goods/S/GA-EA065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114030-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-026,FRGXB550/M1024/NTK,FRONTIER,"154,800",SallNow Click!!,Ryzen-5-5600X,RTX3060,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113938-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-027,FRGXB660/M1212/NTK,FRONTIER,"155,800",SallNow Click!!,Core-i5-12400F,RTX3060,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114364-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-028,FRGXB660/M1106/NTK,FRONTIER,"144,800",SallNow Click!!,Core-i5-12400F,RTX3050,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg114032-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-03-029,FRGXB560/M805/NTK,FRONTIER,"124,800",SallNow Click!!,Core-i5-10400F,GTX1660SUPER,16,https://www.frontier-direct.jp/img/goods/S/GX-EM065.jpg,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fg%2Fg113383-Jan%2F,https://px.a8.net/svt/ejp?a8mat=3NJ5T8+B43BAQ+3KX4+BW8O2&a8ejpredirect=https%3A%2F%2Fwww.frontier-direct.jp%2Fdirect%2Fe%2Fej-month%2F
000-04-001,GALLERIA RM5C-R36T 第13世代Core搭載,GALLERIA,169980,,core-i5-13400F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12054.html,
